,location,region,lat,lon,prediction,anger,disgust,fear,joy,neutral,sadness,surprise
28,abeokuta-16-ng,africa/lagos,7.15,3.35,1.0,0.13535963447411473,0.0009481581467811115,0.4662477859636421,0.241333157499064,0.08013525731192306,0.03990007967727663,0.03607593003149595
29,aberdeen-sctt5-gb,europe/london,57.14369,-2.09814,0.0,0.15206323281419967,0.0047393352044796146,0.3651306439203558,0.16052444177523503,0.16733958182292738,0.06570732956531883,0.0844954360963388
30,aberdeen-sctt5-gb,europe/london,57.14369,-2.09814,1.0,0.14297336429838042,0.01723425874201565,0.2964356050886884,0.11310644158064163,0.28728086906407546,0.03144471841690638,0.1115247440621181
31,abha-11-sa,asia/riyadh,18.21639,42.50528,0.0,0.15288959857907206,0.006436380798236221,0.6461477188299073,0.04903214228842688,0.10683643114905966,0.027541939700058714,0.011115782217141278
32,abha-11-sa,asia/riyadh,18.21639,42.50528,1.0,0.12535792296514947,0.0023216625336041916,0.49620296406232567,0.13764123508580062,0.11946996829374915,0.06553685835063218,0.05346939026672971
33,abidjan-82-ci,africa/abidjan,5.30966,-4.01266,0.0,0.12729163046505498,0.01359588238029675,0.47613226074535364,0.15538646055502647,0.14965902816348878,0.04193966597352742,0.035995071716454385
34,abidjan-82-ci,africa/abidjan,5.30966,-4.01266,1.0,0.10291263091629738,0.00660921557838192,0.4224911793345705,0.1615128024875216,0.19380573976419932,0.06257759427259127,0.05009082817687154
35,abilene-tx441-us,america/chicago,32.44874,-99.73314,0.0,0.06378560132700303,0.0015555943787932465,0.31060942973347444,0.10914575699556231,0.36742560784352524,0.02376814173727196,0.12370986583369684
36,abilene-tx441-us,america/chicago,32.44874,-99.73314,1.0,0.0519892796874046,0.0009224775130860125,0.06253690388984974,0.06534639862366018,0.6398327574133873,0.014434596640057813,0.164937587454915
37,abohar-23-in,asia/kolkata,30.1431,74.19749,0.0,0.07880598852749571,0.0004949507406721728,0.1773114629428495,0.3818999398499727,0.04278000986034215,0.08153234616937957,0.2371752984313802
38,abohar-23-in,asia/kolkata,30.1431,74.19749,1.0,0.04261813050305295,0.0005199490690507864,0.0894141484221274,0.6231524283066392,0.05671299147334963,0.044646056876941086,0.14293626022779124
39,abomey calavi-00-africa/porto,novo,6.44852,2.35566,0.0,0.14031983865424988,0.007234522949147444,0.37623926158994436,0.14778859098441896,0.21260540455114094,0.041685443487949614,0.07412691318313586
40,abomey calavi-00-africa/porto,novo,6.44852,2.35566,1.0,0.25882723554968834,0.00173299091693475,0.6298440545797348,0.0281155315460637,0.048176219162996824,0.026043017394840676,0.007260967511683675
41,abu dhabi-01-ae,asia/dubai,24.46667,54.36667,0.0,0.12677133594936119,0.0067696685324908305,0.6089783012843131,0.08768454309638558,0.09456704825909482,0.041464375577319836,0.033764733014305125
