,location,region,lat,lon,prediction,count,percentage
4878,tallahassee-fl073-us,america/new_york,30.43826,-84.28073,1.0,64,19.45
4879,tallinn-01-ee,europe/tallinn,59.43696,24.75353,0.0,143,81.25
4880,tallinn-01-ee,europe/tallinn,59.43696,24.75353,1.0,33,18.75
4881,tamale-06-gh,africa/accra,9.40078,-0.8393,0.0,177,88.06
4882,tamale-06-gh,africa/accra,9.40078,-0.8393,1.0,24,11.94
4883,tambov-72-ru,europe/moscow,52.73169,41.44326,0.0,1,100.0
4884,tampa-fl057-us,america/new_york,27.94752,-82.45843,0.0,807,76.71
4885,tampa-fl057-us,america/new_york,27.94752,-82.45843,1.0,245,23.29
4886,tampere-1506-fi,europe/helsinki,61.49911,23.78712,0.0,150,75.76
4887,tampere-1506-fi,europe/helsinki,61.49911,23.78712,1.0,48,24.24
4888,tampico-28-mx,america/monterrey,22.21667,-97.85,0.0,58,82.86
4889,tampico-28-mx,america/monterrey,22.21667,-97.85,1.0,12,17.14
4890,tandil-01-ar,america/argentina/buenos_aires,-37.32167,-59.13316,0.0,32,94.12
4891,tandil-01-ar,america/argentina/buenos_aires,-37.32167,-59.13316,1.0,2,5.88
4892,tanga-18-tz,africa/dar_es_salaam,-5.06893,39.09875,0.0,3,60.0
4893,tanga-18-tz,africa/dar_es_salaam,-5.06893,39.09875,1.0,2,40.0
4894,tangier-57511-ma,africa/casablanca,35.76727,-5.79975,0.0,1358,64.3
4895,tangier-57511-ma,africa/casablanca,35.76727,-5.79975,1.0,754,35.7
4896,tanjungbalai-26-id,asia/jakarta,2.96667,99.8,0.0,8,100.0
4897,tanjungpinang-40-id,asia/jakarta,0.91667,104.45,0.0,21,48.84
4898,tanjungpinang-40-id,asia/jakarta,0.91667,104.45,1.0,22,51.16
4899,tantoyuca-30-mx,america/mexico_city,21.35,-98.23333,0.0,4,100.0
4900,tanza-ncrb4-ph,asia/manila,14.6753,120.9389,0.0,38,49.35
4901,tanza-ncrb4-ph,asia/manila,14.6753,120.9389,1.0,39,50.65
4902,taoyuan city-04-tw,asia/taipei,24.99368,121.29696,0.0,252,79.25
4903,taoyuan city-04-tw,asia/taipei,24.99368,121.29696,1.0,66,20.75
4904,tapachula-05-mx,america/mexico_city,14.90696,-92.26185,0.0,12,75.0
4905,tapachula-05-mx,america/mexico_city,14.90696,-92.26185,1.0,4,25.0
4906,taranto-13ta-it,europe/rome,40.47611,17.22972,0.0,216,68.79
4907,taranto-13ta-it,europe/rome,40.47611,17.22972,1.0,98,31.21
4908,taraz-17-kz,asia/almaty,42.9,71.36667,0.0,1,100.0
4909,targu mures-27-ro,europe/bucharest,46.54245,24.55747,0.0,12,66.67
4910,targu mures-27-ro,europe/bucharest,46.54245,24.55747,1.0,6,33.33
4911,tarija-09-bo,america/la_paz,-21.53549,-64.72956,0.0,5,71.43
4912,tarija-09-bo,america/la_paz,-21.53549,-64.72956,1.0,2,28.57
4913,tarlac-0363-ph,asia/manila,15.48945,120.59193,0.0,7,41.18
4914,tarlac-0363-ph,asia/manila,15.48945,120.59193,1.0,10,58.82
4915,tarnow-77-pl,europe/warsaw,50.01381,20.98698,0.0,51,69.86
4916,tarnow-77-pl,europe/warsaw,50.01381,20.98698,1.0,22,30.14
4917,tarragona-56t-es,europe/madrid,41.11667,1.25,0.0,221,13.19
4918,tarragona-56t-es,europe/madrid,41.11667,1.25,1.0,1455,86.81
4919,tartu-18-ee,europe/tallinn,58.38062,26.72509,0.0,8,72.73
4920,tartu-18-ee,europe/tallinn,58.38062,26.72509,1.0,3,27.27
4921,tashkent-13-uz,asia/tashkent,41.26465,69.21627,0.0,17,80.95
4922,tashkent-13-uz,asia/tashkent,41.26465,69.21627,1.0,4,19.05
4923,tasikmalaya-30-id,asia/jakarta,-7.3274,108.2207,0.0,270,44.7
4924,tasikmalaya-30-id,asia/jakarta,-7.3274,108.2207,1.0,334,55.3
4925,tatabanya-12-hu,europe/budapest,47.58494,18.39325,0.0,5,50.0
4926,tatabanya-12-hu,europe/budapest,47.58494,18.39325,1.0,5,50.0
4927,tateyama-04-jp,asia/tokyo,34.98333,139.86667,0.0,11,42.31
4928,tateyama-04-jp,asia/tokyo,34.98333,139.86667,1.0,15,57.69
4929,tatvan-13-tr,europe/istanbul,38.50667,42.28167,0.0,8,100.0
4930,taunggyi-11-mm,asia/rangoon,20.78333,97.03333,0.0,3,37.5
4931,taunggyi-11-mm,asia/rangoon,20.78333,97.03333,1.0,5,62.5
4932,tauranga-e8023-nz,pacific/auckland,-37.68611,176.16667,0.0,59,65.56
4933,tauranga-e8023-nz,pacific/auckland,-37.68611,176.16667,1.0,31,34.44
4934,tawau-16-my,asia/kuching,4.2498,117.8871,0.0,21,42.86
4935,tawau-16-my,asia/kuching,4.2498,117.8871,1.0,28,57.14
4936,taza-58561-ma,africa/casablanca,34.21,-4.01,0.0,1,100.0
4937,tbilisi-51-ge,asia/tbilisi,41.69411,44.83368,0.0,22,78.57
4938,tbilisi-51-ge,asia/tbilisi,41.69411,44.83368,1.0,6,21.43
4939,techiman-00-gh,africa/accra,7.58616,-1.94137,0.0,318,67.37
4940,techiman-00-gh,africa/accra,7.58616,-1.94137,1.0,154,32.63
4941,tegal-07-id,asia/jakarta,-6.8694,109.1402,0.0,12,32.43
4942,tegal-07-id,asia/jakarta,-6.8694,109.1402,1.0,25,67.57
4943,tegucigalpa-08-hn,america/tegucigalpa,14.0818,-87.20681,0.0,190,81.2
4944,tegucigalpa-08-hn,america/tegucigalpa,14.0818,-87.20681,1.0,44,18.8
4945,tehran-26-ir,asia/tehran,35.69439,51.42151,0.0,3776,43.44
4946,tehran-26-ir,asia/tehran,35.69439,51.42151,1.0,4916,56.56
4947,tehuacan-21-mx,america/mexico_city,18.46148,-97.39282,0.0,16,94.12
4948,tehuacan-21-mx,america/mexico_city,18.46148,-97.39282,1.0,1,5.88
4949,tel aviv-05-il,asia/jerusalem,32.08088,34.78057,0.0,221,58.01
4950,tel aviv-05-il,asia/jerusalem,32.08088,34.78057,1.0,160,41.99
4951,telford-engo2-gb,europe/london,52.67659,-2.44926,0.0,105,91.3
4952,telford-engo2-gb,europe/london,52.67659,-2.44926,1.0,10,8.7
4953,teluk intan-07-my,asia/kuala_lumpur,4.0259,101.0213,0.0,69,63.89
4954,teluk intan-07-my,asia/kuala_lumpur,4.0259,101.0213,1.0,39,36.11
4955,temapache-30-mx,america/mexico_city,21.06667,-97.63333,0.0,13,100.0
4956,temecula-ca065-us,america/los_angeles,33.49364,-117.14836,0.0,33,76.74
4957,temecula-ca065-us,america/los_angeles,33.49364,-117.14836,1.0,10,23.26
4958,temerluh-06-my,asia/kuala_lumpur,3.4506,102.4176,0.0,73,57.94
4959,temerluh-06-my,asia/kuala_lumpur,3.4506,102.4176,1.0,53,42.06
4960,temuco-0491-cl,america/santiago,-38.73333,-72.6,0.0,38,73.08
4961,temuco-0491-cl,america/santiago,-38.73333,-72.6,1.0,14,26.92
4962,tenan-17-kr,asia/seoul,36.8065,127.1522,0.0,3,50.0
4963,tenan-17-kr,asia/seoul,36.8065,127.1522,1.0,3,50.0
4964,teni-25-in,asia/kolkata,10.0,77.48333,1.0,2,100.0
4965,teofilo otoni-15-br,america/sao_paulo,-17.8575,-41.50528,0.0,12,70.59
4966,teofilo otoni-15-br,america/sao_paulo,-17.8575,-41.50528,1.0,5,29.41
4967,tepatitlan de morelos-14-mx,america/mexico_city,20.81692,-102.76347,0.0,8,72.73
4968,tepatitlan de morelos-14-mx,america/mexico_city,20.81692,-102.76347,1.0,3,27.27
4969,tepeji de ocampo-13-mx,america/mexico_city,19.90528,-99.34389,0.0,18,60.0
4970,tepeji de ocampo-13-mx,america/mexico_city,19.90528,-99.34389,1.0,12,40.0
4971,tepic-18-mx,america/mazatlan,21.5,-104.9,0.0,26,86.67
4972,tepic-18-mx,america/mazatlan,21.5,-104.9,1.0,4,13.33
4973,teresina-20-br,america/fortaleza,-5.08917,-42.80194,0.0,149,83.71
4974,teresina-20-br,america/fortaleza,-5.08917,-42.80194,1.0,29,16.29
4975,ternate-29-id,asia/jayapura,0.8,127.4,0.0,13,72.22
4976,ternate-29-id,asia/jayapura,0.8,127.4,1.0,5,27.78
4977,terni-18tr-it,europe/rome,42.56713,12.64987,0.0,37,80.43
4978,terni-18tr-it,europe/rome,42.56713,12.64987,1.0,9,19.57
4979,terrebonne-1014-ca,america/montreal,45.70004,-73.64732,0.0,23,69.7
4980,terrebonne-1014-ca,america/montreal,45.70004,-73.64732,1.0,10,30.3
4981,tetouan-57-ma,africa/casablanca,35.57845,-5.36837,0.0,54,78.26
4982,tetouan-57-ma,africa/casablanca,35.57845,-5.36837,1.0,15,21.74
4983,tezpur-03-in,asia/kolkata,26.63333,92.8,0.0,13,56.52
4984,tezpur-03-in,asia/kolkata,26.63333,92.8,1.0,10,43.48
4985,thai nguyen-85-vn,asia/ho_chi_minh,21.59278,105.84417,0.0,23,95.83
4986,thai nguyen-85-vn,asia/ho_chi_minh,21.59278,105.84417,1.0,1,4.17
4987,thalassery-13-in,asia/kolkata,11.74778,75.48833,0.0,3,75.0
4988,thalassery-13-in,asia/kolkata,11.74778,75.48833,1.0,1,25.0
4989,thanh pho ho chi minh-20-vn,asia/ho_chi_minh,10.75,106.66667,0.0,1315,76.36
4990,thanh pho ho chi minh-20-vn,asia/ho_chi_minh,10.75,106.66667,1.0,407,23.64
4991,thanjavur-25-in,asia/kolkata,10.8,79.15,0.0,13,65.0
4992,thanjavur-25-in,asia/kolkata,10.8,79.15,1.0,7,35.0
4993,thaton-13-mm,asia/rangoon,16.92056,97.37139,0.0,8,44.44
4994,thaton-13-mm,asia/rangoon,16.92056,97.37139,1.0,10,55.56
4995,the woodlands-tx339-us,america/chicago,30.15799,-95.48938,0.0,90,70.31
4996,the woodlands-tx339-us,america/chicago,30.15799,-95.48938,1.0,38,29.69
4997,thessaloniki-esye1213-gr,europe/athens,40.64028,22.94389,0.0,689,60.49
4998,thessaloniki-esye1213-gr,europe/athens,40.64028,22.94389,1.0,450,39.51
4999,thies nones-07-sn,africa/dakar,14.78333,-16.96667,0.0,63,64.29
5000,thies nones-07-sn,africa/dakar,14.78333,-16.96667,1.0,35,35.71
5001,thika-01-ke,africa/nairobi,-1.03326,37.06933,0.0,447,67.32
5002,thika-01-ke,africa/nairobi,-1.03326,37.06933,1.0,217,32.68
5003,thiruvananthapuram-13-in,asia/kolkata,8.50694,76.95694,0.0,215,69.13
5004,thiruvananthapuram-13-in,asia/kolkata,8.50694,76.95694,1.0,96,30.87
5005,tianjin-28-cn,asia/shanghai,39.14222,117.17667,0.0,2,33.33
5006,tianjin-28-cn,asia/shanghai,39.14222,117.17667,1.0,4,66.67
5007,tijuana-02-mx,america/tijuana,32.5027,-117.00371,0.0,315,88.73
5008,tijuana-02-mx,america/tijuana,32.5027,-117.00371,1.0,40,11.27
5009,timbauba-30-br,america/recife,-7.50528,-35.31833,0.0,25,96.15
5010,timbauba-30-br,america/recife,-7.50528,-35.31833,1.0,1,3.85
5011,timisoara-36-ro,europe/bucharest,45.75372,21.22571,0.0,44,73.33
5012,timisoara-36-ro,europe/bucharest,45.75372,21.22571,1.0,16,26.67
5013,timon-13-br,america/fortaleza,-5.09417,-42.83667,0.0,16,59.26
5014,timon-13-br,america/fortaleza,-5.09417,-42.83667,1.0,11,40.74
5015,tinaquillo-08-ve,america/caracas,9.91861,-68.30472,0.0,20,62.5
5016,tinaquillo-08-ve,america/caracas,9.91861,-68.30472,1.0,12,37.5
5017,tirana-50-al,europe/tirane,41.3275,19.81889,0.0,32,71.11
5018,tirana-50-al,europe/tirane,41.3275,19.81889,1.0,13,28.89
5019,tiruchchirappalli-25-in,asia/kolkata,10.805,78.68556,0.0,15,45.45
5020,tiruchchirappalli-25-in,asia/kolkata,10.805,78.68556,1.0,18,54.55
5021,tirunelveli-25-in,asia/kolkata,8.73333,77.7,0.0,8,57.14
5022,tirunelveli-25-in,asia/kolkata,8.73333,77.7,1.0,6,42.86
5023,tirupati-02-in,asia/kolkata,13.65,79.41667,0.0,7,63.64
5024,tirupati-02-in,asia/kolkata,13.65,79.41667,1.0,4,36.36
5025,tiruvannamalai-25-in,asia/kolkata,12.22662,79.07461,0.0,3,42.86
5026,tiruvannamalai-25-in,asia/kolkata,12.22662,79.07461,1.0,4,57.14
5027,tlaxcala-29-mx,america/mexico_city,19.31389,-98.24167,0.0,24,82.76
5028,tlaxcala-29-mx,america/mexico_city,19.31389,-98.24167,1.0,5,17.24
5029,tlemcen-15-dz,africa/algiers,34.87833,-1.315,0.0,2,66.67
5030,tlemcen-15-dz,africa/algiers,34.87833,-1.315,1.0,1,33.33
5031,tobruk-79-ly,africa/tripoli,32.08361,23.97639,0.0,8,53.33
5032,tobruk-79-ly,africa/tripoli,32.08361,23.97639,1.0,7,46.67
5033,tokat-60-tr,europe/istanbul,40.31389,36.55444,0.0,272,100.0
5034,tokushima shi-39-jp,asia/tokyo,34.06583,134.55944,0.0,43,34.96
5035,tokushima shi-39-jp,asia/tokyo,34.06583,134.55944,1.0,80,65.04
5036,tokyo-40-jp,asia/tokyo,35.6895,139.69171,0.0,42999,62.35
5037,tokyo-40-jp,asia/tokyo,35.6895,139.69171,1.0,25960,37.65
5038,tol'yatti-65-ru,europe/samara,53.5303,49.3461,0.0,2,100.0
5039,toledo-54to-es,europe/madrid,39.8581,-4.02263,0.0,268,61.89
5040,toledo-54to-es,europe/madrid,39.8581,-4.02263,1.0,165,38.11
5041,toledo-oh095-us,america/new_york,41.66394,-83.55521,0.0,184,75.1
5042,toledo-oh095-us,america/new_york,41.66394,-83.55521,1.0,61,24.9
5043,tolga-19-dz,africa/algiers,34.72224,5.37845,0.0,1,20.0
5044,tolga-19-dz,africa/algiers,34.72224,5.37845,1.0,4,80.0
5045,toluca-15-mx,america/mexico_city,19.28833,-99.66722,0.0,319,72.83
5046,toluca-15-mx,america/mexico_city,19.28833,-99.66722,1.0,119,27.17
5047,tomakomai-12-jp,asia/tokyo,42.63694,141.60333,0.0,53,54.08
5048,tomakomai-12-jp,asia/tokyo,42.63694,141.60333,1.0,45,45.92
5049,tomelloso-54cr-es,europe/madrid,39.15218,-3.02431,0.0,28,87.5
5050,tomelloso-54cr-es,europe/madrid,39.15218,-3.02431,1.0,4,12.5
5051,toms river-nj029-us,america/new_york,39.95373,-74.19792,0.0,161,78.16
5052,toms river-nj029-us,america/new_york,39.95373,-74.19792,1.0,45,21.84
5053,tomsk-75-ru,asia/novosibirsk,56.4989,84.9762,0.0,1,50.0
5054,tomsk-75-ru,asia/novosibirsk,56.4989,84.9762,1.0,1,50.0
5055,tonk-24-in,asia/kolkata,26.16638,75.78824,0.0,2,50.0
5056,tonk-24-in,asia/kolkata,26.16638,75.78824,1.0,2,50.0
5057,topeka-ks177-us,america/chicago,39.04833,-95.67804,0.0,52,76.47
5058,topeka-ks177-us,america/chicago,39.04833,-95.67804,1.0,16,23.53
5059,torino-12to-it,europe/rome,45.07049,7.68682,0.0,888,65.15
5060,torino-12to-it,europe/rome,45.07049,7.68682,1.0,475,34.85
5061,toronto-08-ca,america/toronto,43.70011,-79.4163,0.0,8326,66.84
5062,toronto-08-ca,america/toronto,43.70011,-79.4163,1.0,4130,33.16
5063,torquay-engo4-gb,europe/london,50.46384,-3.51434,0.0,147,90.74
5064,torquay-engo4-gb,europe/london,50.46384,-3.51434,1.0,15,9.26
5065,torreon-07-mx,america/monterrey,25.54333,-103.4176,0.0,42,76.36
5066,torreon-07-mx,america/monterrey,25.54333,-103.4176,1.0,13,23.64
5067,tottori-41-jp,asia/tokyo,35.5,134.23333,0.0,21,75.0
5068,tottori-41-jp,asia/tokyo,35.5,134.23333,1.0,7,25.0
5069,toulon-b883-fr,europe/paris,43.11667,5.93333,0.0,567,69.66
5070,toulon-b883-fr,europe/paris,43.11667,5.93333,1.0,247,30.34
5071,toulouse-b331-fr,europe/paris,43.60426,1.44367,0.0,1331,65.05
5072,toulouse-b331-fr,europe/paris,43.60426,1.44367,1.0,715,34.95
5073,tournai-walwht-be,europe/brussels,50.60715,3.38932,0.0,232,69.25
5074,tournai-walwht-be,europe/brussels,50.60715,3.38932,1.0,103,30.75
5075,tours-a337-fr,europe/paris,47.38333,0.68333,0.0,1136,70.6
5076,tours-a337-fr,europe/paris,47.38333,0.68333,1.0,473,29.4
5077,townsville-04-au,australia/brisbane,-19.26639,146.8057,0.0,16,66.67
5078,townsville-04-au,australia/brisbane,-19.26639,146.8057,1.0,8,33.33
5079,toyama shi-42-jp,asia/tokyo,36.69528,137.21139,0.0,89,63.57
5080,toyama shi-42-jp,asia/tokyo,36.69528,137.21139,1.0,51,36.43
5081,toyohashi-01-jp,asia/tokyo,34.76667,137.38333,0.0,87,46.03
5082,toyohashi-01-jp,asia/tokyo,34.76667,137.38333,1.0,102,53.97
5083,trabzon-61-tr,europe/istanbul,41.005,39.72694,0.0,144,70.59
5084,trabzon-61-tr,europe/istanbul,41.005,39.72694,1.0,60,29.41
5085,trelew-04-ar,america/argentina/catamarca,-43.24895,-65.30505,0.0,32,60.38
5086,trelew-04-ar,america/argentina/catamarca,-43.24895,-65.30505,1.0,21,39.62
5087,trencin-06-sk,europe/bratislava,48.89452,18.04436,0.0,15,93.75
5088,trencin-06-sk,europe/bratislava,48.89452,18.04436,1.0,1,6.25
5089,trento-17tn-it,europe/rome,46.06787,11.12108,0.0,16,88.89
5090,trento-17tn-it,europe/rome,46.06787,11.12108,1.0,2,11.11
5091,trenton-nj021-us,america/new_york,40.21705,-74.74294,0.0,109,90.83
5092,trenton-nj021-us,america/new_york,40.21705,-74.74294,1.0,11,9.17
5093,tres rios-21-br,america/sao_paulo,-22.11667,-43.20917,0.0,87,80.56
5094,tres rios-21-br,america/sao_paulo,-22.11667,-43.20917,1.0,21,19.44
5095,treviso-20tv-it,europe/rome,45.66667,12.245,0.0,74,71.15
5096,treviso-20tv-it,europe/rome,45.66667,12.245,1.0,30,28.85
5097,trichur-13-in,asia/kolkata,10.51667,76.21667,0.0,91,71.09
5098,trichur-13-in,asia/kolkata,10.51667,76.21667,1.0,37,28.91
5099,trier-0800-de,europe/berlin,49.75565,6.63935,0.0,461,77.35
5100,trier-0800-de,europe/berlin,49.75565,6.63935,1.0,135,22.65
5101,trieste-06ts-it,europe/rome,45.64861,13.78,0.0,361,71.34
5102,trieste-06ts-it,europe/rome,45.64861,13.78,1.0,145,28.66
5103,trincomalee-37-lk,asia/colombo,8.5711,81.2335,0.0,1,50.0
5104,trincomalee-37-lk,asia/colombo,8.5711,81.2335,1.0,1,50.0
5105,tripoli-09-lb,asia/beirut,34.43667,35.84972,0.0,61,54.95
5106,tripoli-09-lb,asia/beirut,34.43667,35.84972,1.0,50,45.05
5107,tripoli-77-ly,africa/tripoli,32.87519,13.18746,0.0,300,53.67
5108,tripoli-77-ly,africa/tripoli,32.87519,13.18746,1.0,259,46.33
5109,trnava-07-sk,europe/bratislava,48.3774,17.58723,0.0,1,14.29
5110,trnava-07-sk,europe/bratislava,48.3774,17.58723,1.0,6,85.71
5111,trois rivieres-1004-ca,america/montreal,46.35006,-72.54912,0.0,7,77.78
5112,trois rivieres-1004-ca,america/montreal,46.35006,-72.54912,1.0,2,22.22
5113,troitsk-13-ru,asia/yekaterinburg,54.0979,61.5773,1.0,1,100.0
5114,trondheim-16-no,europe/oslo,63.43049,10.39506,0.0,172,78.9
5115,trondheim-16-no,europe/oslo,63.43049,10.39506,1.0,46,21.1
5116,troy-mi125-us,america/detroit,42.60559,-83.14993,0.0,334,74.06
5117,troy-mi125-us,america/detroit,42.60559,-83.14993,1.0,117,25.94
5118,trujillo-13-pe,america/lima,-8.11599,-79.02998,0.0,30,75.0
5119,trujillo-13-pe,america/lima,-8.11599,-79.02998,1.0,10,25.0
5120,tuckahoe-va087-us,america/new_york,37.59015,-77.55638,0.0,50,75.76
5121,tuckahoe-va087-us,america/new_york,37.59015,-77.55638,1.0,16,24.24
5122,tucson-az019-us,america/phoenix,32.22174,-110.92648,0.0,443,71.92
5123,tucson-az019-us,america/phoenix,32.22174,-110.92648,1.0,173,28.08
5124,tuguegarao city-0214-ph,asia/manila,17.61306,121.72694,0.0,14,58.33
5125,tuguegarao city-0214-ph,asia/manila,17.61306,121.72694,1.0,10,41.67
5126,tula-76-ru,europe/moscow,54.20213,37.64429,0.0,1,100.0
5127,tulkarm-we-ps,asia/hebron,32.31037,35.02863,0.0,38,63.33
5128,tulkarm-we-ps,asia/hebron,32.31037,35.02863,1.0,22,36.67
5129,tulsa-ok143-us,america/chicago,36.15398,-95.99278,0.0,214,76.43
5130,tulsa-ok143-us,america/chicago,36.15398,-95.99278,1.0,66,23.57
5131,tulua-29-co,america/bogota,4.08466,-76.19536,0.0,7,63.64
5132,tulua-29-co,america/bogota,4.08466,-76.19536,1.0,4,36.36
5133,tumbes-24-pe,america/lima,-3.56694,-80.45153,0.0,8,72.73
5134,tumbes-24-pe,america/lima,-3.56694,-80.45153,1.0,3,27.27
5135,tumkur-19-in,asia/kolkata,13.34222,77.10167,0.0,1,100.0
5136,tungi-81-bd,asia/dhaka,23.89,90.40583,0.0,521,16.0
5137,tungi-81-bd,asia/dhaka,23.89,90.40583,1.0,2736,84.0
5138,tunis-36-tn,africa/tunis,36.81897,10.16579,0.0,570,84.32
5139,tunis-36-tn,africa/tunis,36.81897,10.16579,1.0,106,15.68
5140,tunja-36-co,america/bogota,5.53528,-73.36778,0.0,30,88.24
5141,tunja-36-co,america/bogota,5.53528,-73.36778,1.0,4,11.76
5142,tupa-27-br,america/sao_paulo,-21.93472,-50.51361,0.0,2,66.67
5143,tupa-27-br,america/sao_paulo,-21.93472,-50.51361,1.0,1,33.33
5144,turan-78-vn,asia/ho_chi_minh,16.06778,108.22083,0.0,60,77.92
5145,turan-78-vn,asia/ho_chi_minh,16.06778,108.22083,1.0,17,22.08
5146,turku-1502-fi,europe/helsinki,60.45148,22.26869,0.0,27,90.0
5147,turku-1502-fi,europe/helsinki,60.45148,22.26869,1.0,3,10.0
5148,tuscaloosa-al125-us,america/chicago,33.20984,-87.56917,0.0,117,80.14
5149,tuscaloosa-al125-us,america/chicago,33.20984,-87.56917,1.0,29,19.86
5150,tuxtla gutierrez-05-mx,america/mexico_city,16.75,-93.11667,0.0,47,83.93
5151,tuxtla gutierrez-05-mx,america/mexico_city,16.75,-93.11667,1.0,9,16.07
5152,tuzla-01-ba,europe/sarajevo,44.53842,18.66709,0.0,4,66.67
5153,tuzla-01-ba,europe/sarajevo,44.53842,18.66709,1.0,2,33.33
5154,tver'-77-ru,europe/moscow,56.86049,35.87603,0.0,2,100.0
5155,tyumen'-78-ru,asia/yekaterinburg,57.15222,65.52722,0.0,5,100.0
5156,uba-15-br,america/sao_paulo,-21.12,-42.94278,0.0,53,82.81
5157,uba-15-br,america/sao_paulo,-21.12,-42.94278,1.0,11,17.19
5158,uberaba-15-br,america/sao_paulo,-19.74833,-47.93194,0.0,8,72.73
5159,uberaba-15-br,america/sao_paulo,-19.74833,-47.93194,1.0,3,27.27
5160,uberlandia-15-br,america/sao_paulo,-18.91861,-48.27722,0.0,116,84.06
5161,uberlandia-15-br,america/sao_paulo,-18.91861,-48.27722,1.0,22,15.94
5162,ubon ratchathani-75-th,asia/bangkok,15.23844,104.84866,0.0,8,36.36
5163,ubon ratchathani-75-th,asia/bangkok,15.23844,104.84866,1.0,14,63.64
5164,udaipur-24-in,asia/kolkata,24.57117,73.69183,0.0,29,70.73
5165,udaipur-24-in,asia/kolkata,24.57117,73.69183,1.0,12,29.27
5166,udgir-16-in,asia/kolkata,18.38333,77.11667,0.0,1,50.0
5167,udgir-16-in,asia/kolkata,18.38333,77.11667,1.0,1,50.0
5168,udon thani-76-th,asia/bangkok,17.41567,102.78589,0.0,19,47.5
5169,udon thani-76-th,asia/bangkok,17.41567,102.78589,1.0,21,52.5
5170,ufa-08-ru,asia/yekaterinburg,54.78517,56.04562,0.0,7,87.5
5171,ufa-08-ru,asia/yekaterinburg,54.78517,56.04562,1.0,1,12.5
5172,ujjain-35-in,asia/kolkata,23.18333,75.76667,0.0,8,100.0
5173,ukhta-34-ru,europe/moscow,63.56705,53.68348,1.0,2,100.0
5174,ul'yanovsk-81-ru,europe/moscow,54.32824,48.38657,0.0,8,80.0
5175,ul'yanovsk-81-ru,europe/moscow,54.32824,48.38657,1.0,2,20.0
5176,ulaanbaatar-20-mn,asia/ulaanbaatar,47.90771,106.88324,0.0,71,69.61
5177,ulaanbaatar-20-mn,asia/ulaanbaatar,47.90771,106.88324,1.0,31,30.39
5178,ulan ude-11-ru,asia/irkutsk,51.82721,107.60627,0.0,1,100.0
5179,ulm-01-de,europe/berlin,48.39841,9.99155,0.0,179,44.64
5180,ulm-01-de,europe/berlin,48.39841,9.99155,1.0,222,55.36
5181,ulsan-21-kr,asia/seoul,35.53722,129.31667,0.0,67,63.21
5182,ulsan-21-kr,asia/seoul,35.53722,129.31667,1.0,39,36.79
5183,umarkot-05-pk,asia/karachi,25.36157,69.73624,0.0,2,66.67
5184,umarkot-05-pk,asia/karachi,25.36157,69.73624,1.0,1,33.33
5185,umm qasr-02-iq,asia/baghdad,30.0362,47.91951,0.0,3,60.0
5186,umm qasr-02-iq,asia/baghdad,30.0362,47.91951,1.0,2,40.0
5187,umuarama-18-br,america/sao_paulo,-23.76639,-53.325,0.0,16,88.89
5188,umuarama-18-br,america/sao_paulo,-23.76639,-53.325,1.0,2,11.11
5189,unieh-52-tr,europe/istanbul,41.13139,37.2825,0.0,194,100.0
5190,uppsala-21-se,europe/stockholm,59.8585,17.64543,0.0,71,55.47
5191,uppsala-21-se,europe/stockholm,59.8585,17.64543,1.0,57,44.53
5192,urdaneta-0151-ph,asia/manila,15.97611,120.57111,0.0,6,13.95
5193,urdaneta-0151-ph,asia/manila,15.97611,120.57111,1.0,37,86.05
5194,uromi-00-ng,africa/lagos,6.7,6.33333,0.0,2,66.67
5195,uromi-00-ng,africa/lagos,6.7,6.33333,1.0,1,33.33
5196,uruapan del progreso-16-mx,america/mexico_city,19.41362,-102.05278,0.0,13,59.09
5197,uruapan del progreso-16-mx,america/mexico_city,19.41362,-102.05278,1.0,9,40.91
5198,uruguaiana-23-br,america/sao_paulo,-29.75472,-57.08833,0.0,26,86.67
5199,uruguaiana-23-br,america/sao_paulo,-29.75472,-57.08833,1.0,4,13.33
5200,urunchi-13-cn,asia/urumqi,43.80096,87.60046,1.0,2,100.0
5201,usak-64-tr,europe/istanbul,38.67351,29.4058,0.0,28,65.12
5202,usak-64-tr,europe/istanbul,38.67351,29.4058,1.0,15,34.88
5203,ust' ilimsk-20-ru,asia/irkutsk,58.00056,102.66194,1.0,1,100.0
5204,ust' kamenogorsk-15-kz,asia/almaty,49.96466,82.60898,0.0,6,18.18
5205,ust' kamenogorsk-15-kz,asia/almaty,49.96466,82.60898,1.0,27,81.82
5206,usti nad labem-89-cz,europe/prague,50.6607,14.03227,0.0,61,70.11
5207,usti nad labem-89-cz,europe/prague,50.6607,14.03227,1.0,26,29.89
5208,utrecht-09-nl,europe/amsterdam,52.09083,5.12222,0.0,1284,64.39
5209,utrecht-09-nl,europe/amsterdam,52.09083,5.12222,1.0,710,35.61
5210,utsunomiya shi-38-jp,asia/tokyo,36.56583,139.88361,0.0,104,61.54
5211,utsunomiya shi-38-jp,asia/tokyo,36.56583,139.88361,1.0,65,38.46
5212,uvira-12-cd,africa/lubumbashi,-3.40667,29.14583,0.0,14,26.42
5213,uvira-12-cd,africa/lubumbashi,-3.40667,29.14583,1.0,39,73.58
5214,uzhhorod-25-ua,europe/uzhgorod,48.61667,22.3,0.0,17,94.44
5215,uzhhorod-25-ua,europe/uzhgorod,48.61667,22.3,1.0,1,5.56
